,price,size_in_sqf,number_of_bath,number_of_bed,full_location,location_area,purpose_of_listing,type_of_listing,completion_status
0,19000000.0,2350.0,4,3,"Block B, Bashundhara R-A, Dhaka",Bashundhara R-A,For Sale,Apartment,Ready
1,33000000.0,2294.0,4,3,"Gulshan 1, Gulshan, Dhaka",Gulshan,For Sale,Apartment,Ready
2,13500000.0,1745.0,3,3,"Block H, Bashundhara R-A, Dhaka",Bashundhara R-A,For Sale,Apartment,Ready
3,5300000.0,1080.0,2,3,"Hazaribag, Dhaka",Hazaribag,For Sale,Apartment,Ready
4,25000000.0,1920.0,3,3,"Banani, Dhaka",Banani,For Sale,Apartment,Ready
5,7000000.0,1347.0,3,3,"Uttar Badda, Badda, Dhaka",Badda,For Sale,Apartment,Ready
6,21000000.0,1975.0,3,3,"Lalmatia, Dhaka",Lalmatia,For Sale,Apartment,Ready
7,9300000.0,1450.0,3,3,"Baitul Aman Housing Society, Adabor, Dhaka",Adabor,For Sale,Apartment,Ready
8,27500000.0,2030.0,3,3,"Gulshan 1, Gulshan, Dhaka",Gulshan,For Sale,Apartment,Ready
9,21500000.0,1760.0,3,3,"Sector 5, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
10,3650000.0,819.0,2,2,"Section 11, Mirpur, Dhaka",Mirpur,For Sale,Apartment,Ready
11,6700000.0,1300.0,3,3,"Dakkhin Paikpara, Paikpara, Mirpur, Dhaka",Mirpur,For Sale,Apartment,Ready
12,8800000.0,1662.0,3,3,"PC Culture Housing, Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Ready
13,12200000.0,1600.0,3,3,"Baitul Aman Housing Society, Adabor, Dhaka",Adabor,For Sale,Apartment,Ready
14,4500000.0,750.0,2,2,"Aftab Nagar, Dhaka",Aftab Nagar,For Sale,Apartment,Ready
15,4500000.0,750.0,2,2,"Aftab Nagar, Dhaka",Aftab Nagar,For Sale,Apartment,Ready
16,28500000.0,5600.0,10,12,"Dhanmondi, Dhaka",Dhanmondi,For Sale,Building,Ready
17,4500000.0,750.0,2,2,"Aftab Nagar, Dhaka",Aftab Nagar,For Sale,Apartment,Ready
18,4370000.0,1100.0,3,3,"Madartek, Bashabo, Dhaka",Bashabo,For Sale,Apartment,Ready
19,7500000.0,1320.0,3,3,"Block I, Arifabad Housing Society, Pallabi, Mirpur, Dhaka",Mirpur,For Sale,Apartment,Ready
20,9000000.0,1400.0,3,3,"Block H, Banasree, Dhaka",Banasree,For Sale,Apartment,Ready
21,28000000.0,2199.0,3,3,"Banani, Dhaka",Banani,For Sale,Apartment,Ready
22,13000000.0,1550.0,3,3,"Sector 11, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
23,4000000.0,800.0,2,2,"Nayatola, Maghbazar, Dhaka",Maghbazar,For Sale,Apartment,Ready
24,6500000.0,800.0,2,2,"Baitul Aman Housing Society, Adabor, Dhaka",Adabor,For Sale,Apartment,Ready
25,29900000.000000004,2030.0,3,3,"Gulshan 1, Gulshan, Dhaka",Gulshan,For Sale,Apartment,Ready
26,5700000.0,1310.0,3,3,"Baitul Aman Housing Society, Adabor, Dhaka",Adabor,For Sale,Apartment,Ready
27,4500000.0,750.0,2,2,"Aftab Nagar, Dhaka",Aftab Nagar,For Sale,Apartment,Ready
28,18000000.0,2220.0,4,4,"Block C, Bashundhara R-A, Dhaka",Bashundhara R-A,For Sale,Apartment,Ready
29,6800000.0,1660.0,3,3,"Shah Ali Bag, Section 1, Mirpur, Dhaka",Mirpur,For Sale,Apartment,Ready
30,5200000.0,1075.0,2,3,"Mirpur, Dhaka",Mirpur,For Sale,Apartment,Ready
31,8000000.0,1090.0,2,3,"Shahjahanpur, Dhaka",Shahjahanpur,For Sale,Apartment,Ready
32,9088000.0,1398.0,2,3,"Ranavola, Sector 10, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
33,8275000.0,1306.0,2,3,"Ranavola, Sector 10, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
34,8275000.0,1306.0,2,3,"Ranavola, Sector 10, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
35,19000000.0,1950.0,3,4,"Block F, Bashundhara R-A, Dhaka",Bashundhara R-A,For Sale,Apartment,Ready
36,4000000.0,800.0,2,2,"Chalabon, Dakshin Khan, Dhaka",Dakshin Khan,For Sale,Apartment,Ready
37,16000000.0,1430.0,3,3,"Kathalbagan, Dhaka",Kathalbagan,For Sale,Apartment,Ready
38,9088000.0,1398.0,2,3,"Ranavola, Sector 10, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
39,8602000.0,1317.0,2,3,"Ranavola, Sector 10, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
40,11000000.0,1500.0,3,3,"Sector 7, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
41,3000000.0,550.0,2,2,"Block C, Section 6, Mirpur, Dhaka",Mirpur,For Sale,Apartment,Ready
42,7886000.0,1239.0,3,3,"Ranavola, Sector 10, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
43,34500000.0,3000.0,5,4,"Maghbazar, Dhaka",Maghbazar,For Sale,Apartment,Ready
44,39000000.0,2300.0,3,3,"Dhanmondi, Dhaka",Dhanmondi,For Sale,Apartment,Ready
45,7886000.0,1239.0,2,3,"Ranavola, Sector 10, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
46,26000000.0,2000.0,3,3,"Dhanmondi, Dhaka",Dhanmondi,For Sale,Apartment,Ready
47,9088000.0,1398.0,2,3,"Ranavola, Sector 10, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
48,8602000.0,1317.0,3,3,"Ranavola, Sector 10, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
49,6200000.0,926.0,2,2,"Kathalbagan, Dhaka",Kathalbagan,For Sale,Apartment,Ready
50,11000000.0,1420.0,3,3,"Block F, Bashundhara R-A, Dhaka",Bashundhara R-A,For Sale,Apartment,Ready
51,3000000.0,550.0,2,2,"Block C, Section 6, Mirpur, Dhaka",Mirpur,For Sale,Apartment,Ready
52,8170000.0,1288.0,3,3,"Ranavola, Sector 10, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
53,1650000.0,350.0,1,2,"Karimullah Bag, Postagola, Shyampur, Dhaka",Shyampur,For Sale,Apartment,Ready
54,8275000.0,1306.0,2,3,"Ranavola, Sector 10, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
55,7886000.0,1239.0,2,3,"Ranavola, Sector 10, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
56,9300000.0,1517.0,3,3,"Sector 10, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
57,8275000.0,1306.0,2,3,"Ranavola, Sector 10, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
58,7886000.0,1239.0,2,3,"Ranavola, Sector 10, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
59,7817000.0,1227.0,3,3,"Ranavola, Sector 10, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
60,7886000.0,1239.0,2,3,"Ranavola, Sector 10, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
61,7886000.0,1239.0,2,3,"Ranavola, Sector 10, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
62,4900000.0,840.0,2,3,"North Adabor, Adabor, Dhaka",Adabor,For Sale,Apartment,Ready
63,8170000.0,1288.0,3,3,"Ranavola, Sector 10, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
64,7579000.000000001,1186.0,3,3,"Ranavola, Sector 10, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
65,8170000.0,1288.0,3,3,"Ranavola, Sector 10, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
66,7579000.000000001,1186.0,3,3,"Ranavola, Sector 10, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
67,7781999.999999999,1221.0,3,3,"Ranavola, Sector 10, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
68,8275000.0,1306.0,2,3,"Ranavola, Sector 10, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
69,7817000.0,1227.0,2,3,"Ranavola, Sector 10, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
70,6600000.0,950.0,2,2,"Block D, Nobodoy Housing Society, Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Ready
71,5575000.0,1075.0,2,3,"Baitul Aman Housing Society, Adabor, Dhaka",Adabor,For Sale,Apartment,Ready
72,4000000.0,800.0,2,2,"Chalabon, Dakshin Khan, Dhaka",Dakshin Khan,For Sale,Apartment,Ready
73,12000000.0,1359.0,3,3,"Kathalbagan, Dhaka",Kathalbagan,For Sale,Apartment,Ready
74,6548000.0,1412.0,3,3,"West Shewrapara, Mirpur, Dhaka",Mirpur,For Sale,Apartment,Ready
75,11500000.0,1275.0,3,3,"Shiddheswari, Dhaka",Shiddheswari,For Sale,Apartment,Ready
76,5300000.0,860.0,2,2,"Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Ready
77,10000000.0,1550.0,3,3,"Block F, Bashundhara R-A, Dhaka",Bashundhara R-A,For Sale,Apartment,Ready
78,8602000.0,1317.0,3,3,"Ranavola, Sector 10, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
79,4700000.0,1000.0,3,3,"East Monipur, Mirpur, Dhaka",Mirpur,For Sale,Apartment,Ready
80,7100000.0,1149.0,2,2,"Narinda, Sutrapur, Dhaka",Sutrapur,For Sale,Apartment,Ready
81,8170000.0,1288.0,3,3,"Ranavola, Sector 10, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
82,7500000.0,1220.0,3,3,"Block F, Banasree, Dhaka",Banasree,For Sale,Apartment,Ready
83,12000000.0,1558.0,4,3,"Block I, Bashundhara R-A, Dhaka",Bashundhara R-A,For Sale,Apartment,Ready
84,9050000.0,1100.0,3,3,"Nayatola, Maghbazar, Dhaka",Maghbazar,For Sale,Apartment,Ready
85,28200000.0,2645.0,3,4,"Sector 7, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
86,12000000.0,1750.0,3,3,"Motijheel Extension, Motijheel, Dhaka",Motijheel,For Sale,Apartment,Ready
87,8200000.0,1200.0,3,3,"Block B, Notunbag, Taltola, Khilgaon, Dhaka",Khilgaon,For Sale,Apartment,Ready
88,10000000.0,1350.0,3,3,"Rayer Bazaar, Hazaribag, Dhaka",Hazaribag,For Sale,Apartment,Ready
89,5200000.0,998.0,2,2,"Maniknagar, Dhaka",Maniknagar,For Sale,Apartment,Ready
90,22500000.0,1736.0,3,3,"Banani, Dhaka",Banani,For Sale,Apartment,Ready
91,8200000.0,1200.0,3,3,"Block B, Notunbag, Taltola, Khilgaon, Dhaka",Khilgaon,For Sale,Apartment,Under Construction
92,6600000.0,1066.0,2,3,"Narinda, Sutrapur, Dhaka",Sutrapur,For Sale,Apartment,Ready
93,6600000.0,950.0,2,2,"Block D, Nobodoy Housing Society, Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Ready
94,8800000.0,1441.0,3,3,"Katashur, Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Ready
95,9000000.0,1440.0,3,3,"Block A, Bashundhara R-A, Dhaka",Bashundhara R-A,For Sale,Apartment,Ready
96,5700000.0,1340.0,3,3,"Madhya Ajampur, Dakshin Khan, Dhaka",Dakshin Khan,For Sale,Apartment,Ready
97,3800000.0,750.0,2,2,"Sunibir Housing Society, Adabor, Dhaka",Adabor,For Sale,Apartment,Ready
98,7100000.0,1149.0,2,2,"Narinda, Sutrapur, Dhaka",Sutrapur,For Sale,Apartment,Ready
99,6900000.0,1087.0,2,3,"Narinda, Sutrapur, Dhaka",Sutrapur,For Sale,Apartment,Ready
100,8200000.0,1200.0,3,3,"Block B, Notunbag, Taltola, Khilgaon, Dhaka",Khilgaon,For Sale,Apartment,Under Construction
101,5500000.0,935.0,2,2,"Block F, Bashundhara R-A, Dhaka",Bashundhara R-A,For Sale,Apartment,Ready
102,7000000.0,1280.0,3,3,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",Dhanmondi,For Sale,Apartment,Ready
103,1650000.0,350.0,1,2,"Karimullah Bag, Postagola, Shyampur, Dhaka",Shyampur,For Sale,Apartment,Ready
104,6200000.0,1340.0,3,3,"Madhya Ajampur, Dakshin Khan, Dhaka",Dakshin Khan,For Sale,Apartment,Under Construction
105,8652000.0,1500.0,3,3,"Sector 1, Block D, Aftab Nagar, Dhaka",Aftab Nagar,For Sale,Apartment,Ready
106,7817000.0,1227.0,2,3,"Ranavola, Sector 10, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
107,4200000.0,982.0,3,3,"Maniknagar, Dhaka",Maniknagar,For Sale,Apartment,Ready
108,6000000.0,1180.0,2,2,"Maniknagar, Dhaka",Maniknagar,For Sale,Apartment,Ready
109,11500000.0,1717.0,4,3,"Block C, Bashundhara R-A, Dhaka",Bashundhara R-A,For Sale,Apartment,Ready
110,4600000.0,1048.0,2,3,"Faydabad, Dakshin Khan, Dhaka",Dakshin Khan,For Sale,Apartment,Ready
111,8500000.0,1495.0,4,4,"PC Culture Housing, Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Ready
112,13000000.0,1550.0,3,3,"Block G, Bashundhara R-A, Dhaka",Bashundhara R-A,For Sale,Apartment,Ready
113,28500000.0,2280.0,3,3,"Dhanmondi, Dhaka",Dhanmondi,For Sale,Apartment,Ready
114,13000000.0,1480.0,3,3,"South Badda, Badda, Dhaka",Badda,For Sale,Apartment,Ready
115,17500000.0,2275.0,4,3,"Block J, Bashundhara R-A, Dhaka",Bashundhara R-A,For Sale,Apartment,Ready
116,5600000.0,1220.0,3,3,"Madhya Ajampur, Dakshin Khan, Dhaka",Dakshin Khan,For Sale,Apartment,Under Construction
117,5000000.0,950.0,2,2,"Abdur Rafique Housing Society, Shekhertek, Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Ready
118,6500000.0,1105.0,4,4,"PC Culture Housing, Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Ready
119,5500000.0,614.0,1,1,"Sector 11, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
120,6700000.0,1220.0,3,3,"Block Cha, Section 2, Mirpur, Dhaka",Mirpur,For Sale,Apartment,Ready
121,4200000.0,982.0,3,3,"Maniknagar, Dhaka",Maniknagar,For Sale,Apartment,Ready
122,8200000.0,1215.0,2,3,"Tikatuli, Sutrapur, Dhaka",Sutrapur,For Sale,Apartment,Ready
123,16500000.0,1810.0,3,3,"Kakrail, Dhaka",Kakrail,For Sale,Apartment,Ready
124,8000000.0,1100.0,3,3,"Block C Extension, Banasree, Dhaka",Banasree,For Sale,Apartment,Ready
125,7500000.0,1250.0,4,3,"Malibagh, Dhaka",Malibagh,For Sale,Apartment,Ready
126,16500000.0,1842.0,3,3,"Sector 12, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
127,5200000.0,998.0,2,2,"Maniknagar, Dhaka",Maniknagar,For Sale,Apartment,Ready
128,14000000.0,1960.0,4,4,"Block I, Bashundhara R-A, Dhaka",Bashundhara R-A,For Sale,Apartment,Under Construction
129,14000000.0,1960.0,4,4,"Block I, Bashundhara R-A, Dhaka",Bashundhara R-A,For Sale,Apartment,Under Construction
130,8500000.0,1000.0,2,2,"Block I, Bashundhara R-A, Dhaka",Bashundhara R-A,For Sale,Apartment,Under Construction
131,6000000.0,1180.0,2,2,"Maniknagar, Dhaka",Maniknagar,For Sale,Apartment,Ready
132,17000000.0,1665.0,3,3,"Sector 5, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
133,38000000.0,2127.0,4,4,"Dhanmondi, Dhaka",Dhanmondi,For Sale,Apartment,Ready
134,5200000.0,998.0,2,2,"Maniknagar, Dhaka",Maniknagar,For Sale,Apartment,Ready
135,13000000.0,1500.0,3,3,"Dhanmondi, Dhaka",Dhanmondi,For Sale,Apartment,Ready
136,5800000.0,863.0,1,1,"Block H, Bashundhara R-A, Dhaka",Bashundhara R-A,For Sale,Apartment,Ready
137,9050000.0,1100.0,3,3,"Nayatola, Maghbazar, Dhaka",Maghbazar,For Sale,Apartment,Under Construction
138,8500000.0,1058.0,2,2,"Maghbazar, Dhaka",Maghbazar,For Sale,Apartment,Ready
139,13500000.0,2200.0,4,3,"Block H, Bashundhara R-A, Dhaka",Bashundhara R-A,For Sale,Duplex,Ready
140,33000000.0,2653.0,4,4,"Dhanmondi, Dhaka",Dhanmondi,For Sale,Apartment,Ready
141,10500000.0,1615.0,2,3,"Motijheel Extension, Motijheel, Dhaka",Motijheel,For Sale,Apartment,Ready
142,7579000.000000001,1186.0,3,3,"Ranavola, Sector 10, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
143,6600000.0,1320.0,2,2,"Gandaria, Sutrapur, Dhaka",Sutrapur,For Sale,Apartment,Ready
144,7500000.0,1330.0,3,3,"Block B, Banasree, Dhaka",Banasree,For Sale,Apartment,Under Construction
145,7781999.999999999,1221.0,3,3,"Ranavola, Sector 10, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
146,8170000.0,1288.0,3,3,"Ranavola, Sector 10, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
147,6500000.0,1005.0,3,3,"North Adabor, Adabor, Dhaka",Adabor,For Sale,Apartment,Ready
148,7500000.0,1085.0,3,3,"Block D, Bashundhara R-A, Dhaka",Bashundhara R-A,For Sale,Apartment,Ready
149,9500000.0,1250.0,3,3,"Maghbazar, Dhaka",Maghbazar,For Sale,Apartment,Ready
150,7579000.000000001,1186.0,3,3,"Ranavola, Sector 10, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
151,4900000.0,980.0,1,2,"Gandaria, Sutrapur, Dhaka",Sutrapur,For Sale,Apartment,Ready
152,9500000.0,1250.0,3,3,"New Eskaton, Eskaton, Dhaka",Eskaton,For Sale,Apartment,Ready
153,19500000.0,2350.0,4,4,"Block K, Bashundhara R-A, Dhaka",Bashundhara R-A,For Sale,Apartment,Under Construction
154,19500000.0,2350.0,4,4,"Block K, Bashundhara R-A, Dhaka",Bashundhara R-A,For Sale,Apartment,Under Construction
155,19500000.0,2350.0,4,4,"Block K, Bashundhara R-A, Dhaka",Bashundhara R-A,For Sale,Apartment,Under Construction
156,6600000.0,1300.0,3,3,"Maniknagar, Dhaka",Maniknagar,For Sale,Apartment,Ready
157,4500000.0,1100.0,2,2,"South Doniya, Doniya, Shyampur, Dhaka",Shyampur,For Sale,Apartment,Under Construction
158,11000000.0,1272.0,3,3,"Dhanmondi, Dhaka",Dhanmondi,For Sale,Apartment,Ready
159,20000000.0,1814.0,3,3,"Block D, Bashundhara R-A, Dhaka",Bashundhara R-A,For Sale,Apartment,Ready
160,9100000.0,1385.0,2,2,"Kahektuli, Bangshal, Dhaka",Bangshal,For Sale,Apartment,Ready
161,21500000.0,1800.0,4,3,"Block D, Bashundhara R-A, Dhaka",Bashundhara R-A,For Sale,Apartment,Ready
162,21500000.0,1800.0,4,3,"Block D, Bashundhara R-A, Dhaka",Bashundhara R-A,For Sale,Apartment,Ready
163,21500000.0,1800.0,4,3,"Block D, Bashundhara R-A, Dhaka",Bashundhara R-A,For Sale,Apartment,Ready
164,8000000.0,1900.0,4,3,"Tali office Road, Hazaribag, Dhaka",Hazaribag,For Sale,Apartment,Ready
165,6600000.0,1300.0,3,3,"Maniknagar, Dhaka",Maniknagar,For Sale,Apartment,Ready
166,7700000.0,1460.0,4,3,"Bawnia, Turag, Dhaka",Turag,For Sale,Apartment,Ready
167,6500000.0,1000.0,2,3,"Uttar Badda, Badda, Dhaka",Badda,For Sale,Apartment,Ready
168,11600000.0,1550.0,3,3,"Block F, Bashundhara R-A, Dhaka",Bashundhara R-A,For Sale,Apartment,Under Construction
169,25500000.0,2350.0,3,3,"Shantinagar, Dhaka",Shantinagar,For Sale,Apartment,Ready
170,10500000.0,1400.0,3,3,"Block G, Bashundhara R-A, Dhaka",Bashundhara R-A,For Sale,Apartment,Ready
171,4350000.0,900.0,2,2,"East Kazipara, Mirpur, Dhaka",Mirpur,For Sale,Apartment,Ready
172,9800000.0,1398.0,3,3,"North Bashabo, Bashabo, Dhaka",Bashabo,For Sale,Apartment,Under Construction
173,7800000.0,1300.0,3,3,"Block D, Banasree, Dhaka",Banasree,For Sale,Apartment,Under Construction
174,4500000.0,1100.0,2,2,"South Doniya, Doniya, Shyampur, Dhaka",Shyampur,For Sale,Apartment,Under Construction
175,4500000.0,1100.0,2,2,"South Doniya, Doniya, Shyampur, Dhaka",Shyampur,For Sale,Apartment,Under Construction
176,4500000.0,1100.0,2,2,"South Doniya, Doniya, Shyampur, Dhaka",Shyampur,For Sale,Apartment,Under Construction
177,4500000.0,1100.0,2,2,"South Doniya, Doniya, Shyampur, Dhaka",Shyampur,For Sale,Apartment,Under Construction
178,4500000.0,1100.0,2,2,"South Doniya, Doniya, Shyampur, Dhaka",Shyampur,For Sale,Apartment,Under Construction
179,8800000.0,1376.0,3,4,"Block C, Aftab Nagar, Dhaka",Aftab Nagar,For Sale,Apartment,Ready
180,11500000.0,1350.0,2,3,"North Kamlapur, Kamlapur, Motijheel, Dhaka",Motijheel,For Sale,Apartment,Ready
181,6000000.0,1050.0,2,2,"Block E, Section 6, Mirpur, Dhaka",Mirpur,For Sale,Apartment,Ready
182,6600000.0,1300.0,3,3,"Maniknagar, Dhaka",Maniknagar,For Sale,Apartment,Ready
183,7200000.0,1180.0,3,3,"Block B, South Banasree Project, Banasree, Dhaka",Banasree,For Sale,Apartment,Ready
184,7200000.0,1180.0,3,3,"Block B, South Banasree Project, Banasree, Dhaka",Banasree,For Sale,Apartment,Ready
185,13000000.0,1590.0,3,3,"Maghbazar, Dhaka",Maghbazar,For Sale,Apartment,Ready
186,4500000.0,1100.0,2,2,"South Doniya, Doniya, Shyampur, Dhaka",Shyampur,For Sale,Apartment,Under Construction
187,75000000.0,4218.0,4,4,"Gulshan 2, Gulshan, Dhaka",Gulshan,For Sale,Apartment,Ready
188,11500000.0,1550.0,3,3,"West Dhanmondi, Dhanmondi, Dhaka",Dhanmondi,For Sale,Apartment,Under Construction
189,7998999.999999999,1380.0,3,3,"Sector 2, Block F, Aftab Nagar, Dhaka",Aftab Nagar,For Sale,Apartment,Ready
190,7000000.0,1065.0,2,2,"Sector 13, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
191,5500000.0,1085.0,3,3,"Modhubag, Boro Maghbazar, Maghbazar, Dhaka",Maghbazar,For Sale,Apartment,Ready
192,8000000.0,1350.0,3,3,"Kallyanpur, Mirpur, Dhaka",Mirpur,For Sale,Apartment,Ready
193,8800000.0,1600.0,3,4,"Meradia, Khilgaon, Dhaka",Khilgaon,For Sale,Apartment,Ready
194,7000000.0,850.0,2,2,"Green Road, Dhanmondi, Dhaka",Dhanmondi,For Sale,Apartment,Ready
195,6000000.0,1200.0,3,3,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",Mirpur,For Sale,Apartment,Ready
196,8400000.0,1297.0,3,3,"Sector 5, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
197,15500000.0,1750.0,3,3,"Kathalbagan, Dhaka",Kathalbagan,For Sale,Apartment,Ready
198,9700000.0,1378.0,3,3,"North Bashabo, Bashabo, Dhaka",Bashabo,For Sale,Apartment,Under Construction
199,4800000.0,850.0,2,2,"Senpara Parbata, Section 10, Mirpur, Dhaka",Mirpur,For Sale,Apartment,Ready
200,8800000.0,1330.0,3,3,"PC Culture Housing, Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Ready
201,6000000.0,1200.0,3,3,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",Mirpur,For Sale,Apartment,Ready
202,13200000.0,1602.0,3,3,"Badda, Dhaka",Badda,For Sale,Apartment,Ready
203,9650000.0,1230.0,3,3,"Arambagh, Motijheel, Dhaka",Motijheel,For Sale,Apartment,Ready
204,6200000.0,1077.0,2,3,"Block F, Banasree, Dhaka",Banasree,For Sale,Apartment,Ready
205,6000000.0,1200.0,3,3,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",Mirpur,For Sale,Apartment,Ready
206,11200000.000000002,1550.0,3,3,"Baitul Aman Housing Society, Adabor, Dhaka",Adabor,For Sale,Apartment,Ready
207,13200000.0,1587.0,3,3,"Badda, Dhaka",Badda,For Sale,Apartment,Under Construction
208,13200000.0,1587.0,3,3,"Badda, Dhaka",Badda,For Sale,Apartment,Ready
209,4500000.0,1000.0,3,3,"South Banasree Project, Banasree, Dhaka",Banasree,For Sale,Apartment,Ready
210,7400000.0,1230.0,3,3,"East Shewrapara, Mirpur, Dhaka",Mirpur,For Sale,Apartment,Ready
211,7500000.0,1250.0,3,3,"East Shewrapara, Mirpur, Dhaka",Mirpur,For Sale,Apartment,Ready
212,9500000.0,1348.0,3,3,"North Bashabo, Bashabo, Dhaka",Bashabo,For Sale,Apartment,Under Construction
213,4950000.0,1150.0,3,3,"Bashundhara Riverview, South Keraniganj, Keraniganj, Dhaka",Keraniganj,For Sale,Apartment,Ready
214,4950000.0,1150.0,3,3,"Bashundhara Riverview, South Keraniganj, Keraniganj, Dhaka",Keraniganj,For Sale,Apartment,Ready
215,4800000.0,1100.0,3,3,"Bashundhara Riverview, South Keraniganj, Keraniganj, Dhaka",Keraniganj,For Sale,Apartment,Ready
216,6000000.0,1200.0,3,3,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",Mirpur,For Sale,Apartment,Ready
217,7670000.0,1180.0,2,3,"Badda, Dhaka",Badda,For Sale,Apartment,Under Construction
218,4500000.0,1100.0,2,2,"South Doniya, Doniya, Shyampur, Dhaka",Shyampur,For Sale,Apartment,Under Construction
219,4500000.0,1100.0,2,2,"South Doniya, Doniya, Shyampur, Dhaka",Shyampur,For Sale,Apartment,Under Construction
220,5200000.0,807.0,2,2,"Sector 5, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
221,4800000.0,1100.0,3,3,"Bashundhara Riverview, South Keraniganj, Keraniganj, Dhaka",Keraniganj,For Sale,Apartment,Ready
222,4800000.0,1100.0,3,3,"Bashundhara Riverview, South Keraniganj, Keraniganj, Dhaka",Keraniganj,For Sale,Apartment,Ready
223,14500000.0,1802.0,3,3,"Badda, Dhaka",Badda,For Sale,Apartment,Ready
224,25000000.0,2616.0,4,4,"Dhanmondi, Dhaka",Dhanmondi,For Sale,Apartment,Ready
225,11000000.0,1760.0,4,3,"PC Culture Housing, Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Ready
226,6000000.0,1180.0,3,3,"Uttar Badda, Badda, Dhaka",Badda,For Sale,Apartment,Ready
227,11200000.000000002,1550.0,3,4,"Block I, Bashundhara R-A, Dhaka",Bashundhara R-A,For Sale,Apartment,Under Construction
228,11200000.000000002,1550.0,3,4,"Block I, Bashundhara R-A, Dhaka",Bashundhara R-A,For Sale,Apartment,Under Construction
229,7400000.0,1450.0,3,3,"East Goran, Goran, Khilgaon, Dhaka",Khilgaon,For Sale,Apartment,Ready
230,11200000.000000002,1550.0,3,4,"Block I, Bashundhara R-A, Dhaka",Bashundhara R-A,For Sale,Apartment,Under Construction
231,7400000.0,1230.0,3,3,"East Shewrapara, Mirpur, Dhaka",Mirpur,For Sale,Apartment,Ready
232,11500000.0,1550.0,3,3,"West Dhanmondi, Dhanmondi, Dhaka",Dhanmondi,For Sale,Apartment,Under Construction
233,11500000.0,1550.0,3,3,"West Dhanmondi, Dhanmondi, Dhaka",Dhanmondi,For Sale,Apartment,Under Construction
234,11500000.0,1550.0,3,3,"West Dhanmondi, Dhanmondi, Dhaka",Dhanmondi,For Sale,Apartment,Under Construction
235,13000000.0,1230.0,3,3,"Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Ready
