,price,size_in_sqf,number_of_bath,number_of_bed,full_location,location_area,purpose_of_listing,type_of_listing,completion_status
507,6000000.0,1100.0,3,3,"1st Colony, Mirpur, Dhaka",Mirpur,For Sale,Apartment,Ready
508,8600000.0,1050.0,2,2,"Shyamoli, Dhaka",Shyamoli,For Sale,Apartment,Ready
509,13500000.0,1921.0,3,4,"Block E, Banasree, Dhaka",Banasree,For Sale,Apartment,Ready
510,9300000.0,1550.0,3,3,"Baitul Aman Housing Society, Adabor, Dhaka",Adabor,For Sale,Apartment,Ready
511,45000000.0,2726.0,4,3,"Banani DOHS, Dhaka",Banani DOHS,For Sale,Apartment,Ready
512,4505000.0,1230.0,3,3,"Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Ready
513,4575000.0,1250.0,3,3,"Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Ready
514,14500000.0,1800.0,3,3,"Block I, Bashundhara R-A, Dhaka",Bashundhara R-A,For Sale,Apartment,Ready
515,11000000.0,1525.0,4,3,"Sector 7, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
516,8200000.0,1356.0,3,3,"Uttar Badda, Badda, Dhaka",Badda,For Sale,Apartment,Ready
517,80000000.0,3531.0,4,4,"Dhanmondi, Dhaka",Dhanmondi,For Sale,Apartment,Ready
518,19500000.0,2650.0,5,5,"Turag, Dhaka",Turag,For Sale,Apartment,Ready
519,7700000.0,1460.0,4,3,"Bawnia, Turag, Dhaka",Turag,For Sale,Apartment,Ready
520,7500000.0,1460.0,4,3,"Bawnia, Turag, Dhaka",Turag,For Sale,Apartment,Ready
521,5479000.0,1348.0,3,3,"Future Town, Bochila, Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Under Construction
522,5000000.0,1020.0,2,3,"Shahid Nagar, Lalbagh, Dhaka",Lalbagh,For Sale,Apartment,Ready
523,6200000.0,1106.0,3,3,"North Goran, Goran, Khilgaon, Dhaka",Khilgaon,For Sale,Apartment,Ready
524,8800000.0,1410.0,3,3,"PC Culture Housing, Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Ready
525,11000000.0,1760.0,4,3,"PC Culture Housing, Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Ready
526,12000000.0,1650.0,3,3,"Sector 1, Block E, Aftab Nagar, Dhaka",Aftab Nagar,For Sale,Apartment,Ready
527,11200000.000000002,1700.0,3,3,"South Badda, Badda, Dhaka",Badda,For Sale,Apartment,Under Construction
528,11200000.000000002,1700.0,3,3,"South Badda, Badda, Dhaka",Badda,For Sale,Apartment,Under Construction
529,5436000.0,1190.0,3,3,"Block A, Metro Housing, Bochila, Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Under Construction
530,12000000.0,2679.0,5,5,"Block A, Metro Housing, Bochila, Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Ready
531,5568000.0,1220.0,3,3,"Block A, Metro Housing, Bochila, Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Under Construction
532,4500000.0,1000.0,3,3,"South Banasree Project, Banasree, Dhaka",Banasree,For Sale,Apartment,Ready
533,3750000.0,1250.0,3,3,"Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Under Construction
534,3750000.0,1250.0,3,3,"Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Under Construction
535,4600000.0,850.0,2,2,"Rupnagar R/A, Mirpur, Dhaka",Mirpur,For Sale,Apartment,Ready
536,29000000.0,2520.0,4,4,"Shegunbagicha, Dhaka",Shegunbagicha,For Sale,Apartment,Ready
537,33500000.0,9464.0,6,5,"Aruna Polli, Ashulia, Savar, Dhaka",Savar,For Sale,Duplex,Ready
538,18000000.0,1418.0,2,3,"Banani, Dhaka",Banani,For Sale,Apartment,Ready
539,26000000.0,2750.0,4,4,"Baridhara DOHS, Dhaka",Baridhara DOHS,For Sale,Apartment,Ready
540,12000000.0,1490.0,2,3,"Tejgaon, Dhaka",Tejgaon,For Sale,Apartment,Ready
541,9000000.0,1400.0,3,3,"Shyamoli, Dhaka",Shyamoli,For Sale,Apartment,Ready
542,7300000.0,1200.0,3,3,"Banasree, Dhaka",Banasree,For Sale,Apartment,Under Construction
543,7300000.0,1220.0,3,3,"Banasree, Dhaka",Banasree,For Sale,Apartment,Under Construction
544,7300000.0,1200.0,3,3,"Banasree, Dhaka",Banasree,For Sale,Apartment,Under Construction
545,5762000.0,1348.0,3,3,"Future Town, Bochila, Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Under Construction
546,12000000.0,1550.0,3,3,"Block B, Aftab Nagar, Dhaka",Aftab Nagar,For Sale,Apartment,Ready
547,11000000.0,1610.0,3,3,"South Badda, Badda, Dhaka",Badda,For Sale,Apartment,Ready
548,12000000.0,1610.0,3,3,"South Badda, Badda, Dhaka",Badda,For Sale,Apartment,Ready
549,5500000.0,1050.0,3,3,"Sontek, Donia, Jatra Bari, Dhaka",Jatra Bari,For Sale,Apartment,Ready
550,8699000.0,1300.0,3,3,"Block E, Aftab Nagar, Dhaka",Aftab Nagar,For Sale,Apartment,Ready
551,8200000.0,1356.0,3,3,"Uttar Badda, Badda, Dhaka",Badda,For Sale,Apartment,Ready
552,6000000.0,825.0,2,2,"Kathalbagan, Dhaka",Kathalbagan,For Sale,Apartment,Ready
553,27000000.0,2000.0,3,3,"Gulshan 1, Gulshan, Dhaka",Gulshan,For Sale,Apartment,Ready
554,35000000.0,2512.0,3,3,"Banani, Dhaka",Banani,For Sale,Apartment,Ready
555,3750000.0,1250.0,3,3,"Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Under Construction
556,12600000.0,1550.0,3,3,"Shyamoli, Dhaka",Shyamoli,For Sale,Apartment,Ready
557,45000000.0,3190.0,4,4,"Banani, Dhaka",Banani,For Sale,Apartment,Under Construction
558,4300000.0,950.0,2,3,"Faydabad, East Azampur, Dakshin Khan, Dhaka",Dakshin Khan,For Sale,Apartment,Ready
559,11000000.0,1553.0,3,3,"Block D, Section 15, Mirpur, Dhaka",Mirpur,For Sale,Apartment,Ready
560,7500000.0,1100.0,3,3,"Monipuripara, Tejgaon, Dhaka",Tejgaon,For Sale,Apartment,Ready
561,6300000.0,1050.0,2,3,"Khaje Dewan, Lalbagh, Dhaka",Lalbagh,For Sale,Apartment,Ready
562,8200000.0,1400.0,4,4,"Shyamoli Housing, Shekhertek, Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Under Construction
563,9850000.0,1700.0,4,4,"Shyamoli Housing, Shekhertek, Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Under Construction
564,6400000.0,1461.0,3,3,"Block C, Chandrima Model Town, Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Ready
565,5500000.0,1150.0,3,3,"Kallyanpur, Mirpur, Dhaka",Mirpur,For Sale,Apartment,Ready
566,3800000.0,800.0,2,2,"Madhya Ajampur, Dakshin Khan, Dhaka",Dakshin Khan,For Sale,Apartment,Ready
567,9000000.0,1500.0,3,3,"Sector 10, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
568,6700000.0,1215.0,3,3,"North Goran, Goran, Khilgaon, Dhaka",Khilgaon,For Sale,Apartment,Ready
569,6600000.0,1208.0,3,3,"North Goran, Goran, Khilgaon, Dhaka",Khilgaon,For Sale,Apartment,Ready
570,6800000.0,1248.0,3,3,"North Goran, Goran, Khilgaon, Dhaka",Khilgaon,For Sale,Apartment,Ready
571,6100000.0,1106.0,3,3,"North Goran, Goran, Khilgaon, Dhaka",Khilgaon,For Sale,Apartment,Ready
572,6600000.0,1215.0,3,3,"North Goran, Goran, Khilgaon, Dhaka",Khilgaon,For Sale,Apartment,Ready
573,2000000.0,350.0,1,2,"South Bashabo, Bashabo, Dhaka",Bashabo,For Sale,Apartment,Under Construction
574,2000000.0,350.0,1,2,"South Bashabo, Bashabo, Dhaka",Bashabo,For Sale,Apartment,Under Construction
575,2000000.0,380.0,1,2,"South Bashabo, Bashabo, Dhaka",Bashabo,For Sale,Apartment,Under Construction
576,2000000.0,394.0,1,2,"South Bashabo, Bashabo, Dhaka",Bashabo,For Sale,Apartment,Under Construction
577,2000000.0,350.0,1,2,"South Bashabo, Bashabo, Dhaka",Bashabo,For Sale,Apartment,Under Construction
578,2000000.0,350.0,1,1,"South Bashabo, Bashabo, Dhaka",Bashabo,For Sale,Apartment,Under Construction
579,2000000.0,350.0,1,2,"South Bashabo, Bashabo, Dhaka",Bashabo,For Sale,Apartment,Under Construction
580,2000000.0,394.0,1,2,"South Bashabo, Bashabo, Dhaka",Bashabo,For Sale,Apartment,Under Construction
581,2000000.0,380.0,1,2,"South Bashabo, Bashabo, Dhaka",Bashabo,For Sale,Apartment,Under Construction
582,2000000.0,394.0,1,2,"South Bashabo, Bashabo, Dhaka",Bashabo,For Sale,Apartment,Under Construction
583,2000000.0,343.0,1,2,"South Bashabo, Bashabo, Dhaka",Bashabo,For Sale,Apartment,Under Construction
584,2000000.0,307.0,1,2,"South Bashabo, Bashabo, Dhaka",Bashabo,For Sale,Apartment,Under Construction
585,2000000.0,394.0,1,2,"South Bashabo, Bashabo, Dhaka",Bashabo,For Sale,Apartment,Under Construction
586,2000000.0,350.0,1,2,"South Bashabo, Bashabo, Dhaka",Bashabo,For Sale,Apartment,Under Construction
587,2000000.0,343.0,1,2,"South Bashabo, Bashabo, Dhaka",Bashabo,For Sale,Apartment,Under Construction
588,2000000.0,307.0,1,2,"South Bashabo, Bashabo, Dhaka",Bashabo,For Sale,Apartment,Under Construction
589,2000000.0,350.0,1,2,"South Bashabo, Bashabo, Dhaka",Bashabo,For Sale,Apartment,Ready
590,2000000.0,360.0,1,2,"South Bashabo, Bashabo, Dhaka",Bashabo,For Sale,Apartment,Under Construction
591,2000000.0,380.0,1,2,"South Bashabo, Bashabo, Dhaka",Bashabo,For Sale,Apartment,Under Construction
592,6000000.0,1200.0,3,3,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",Mirpur,For Sale,Apartment,Ready
593,6700000.0,1250.0,3,3,"Kadamtala, Bashabo, Dhaka",Bashabo,For Sale,Apartment,Under Construction
594,6600000.0,1250.0,3,3,"Kadamtala, Bashabo, Dhaka",Bashabo,For Sale,Apartment,Under Construction
595,2900000.0,650.0,2,2,"Avenue 3, Block B, Section 11, Mirpur, Dhaka",Mirpur,For Sale,Apartment,Ready
596,5876000.0,1290.0,3,3,"Block A, Metro Housing, Bochila, Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Under Construction
597,5876000.0,1290.0,3,3,"Block A, Metro Housing, Bochila, Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Under Construction
598,5436000.0,1190.0,3,3,"Block A, Metro Housing, Bochila, Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Under Construction
599,5568000.0,1220.0,3,3,"Block A, Metro Housing, Bochila, Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Under Construction
600,5436000.0,1190.0,3,3,"Block A, Metro Housing, Bochila, Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Under Construction
601,5500000.0,940.0,2,2,"Senpara Parbata, Section 10, Mirpur, Dhaka",Mirpur,For Sale,Apartment,Ready
602,5876000.0,1290.0,3,3,"Block A, Metro Housing, Bochila, Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Under Construction
603,5568000.0,1220.0,3,3,"Block A, Metro Housing, Bochila, Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Under Construction
604,5568000.0,1220.0,3,3,"Block A, Metro Housing, Bochila, Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Under Construction
605,5436000.0,1190.0,3,3,"Block A, Metro Housing, Bochila, Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Under Construction
606,5876000.0,1290.0,3,3,"Block A, Metro Housing, Bochila, Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Under Construction
607,5700000.0,1324.0,3,3,"Block A, Metro Housing, Bochila, Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Under Construction
608,5700000.0,1324.0,3,3,"Block A, Metro Housing, Bochila, Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Under Construction
609,5700000.0,1324.0,3,3,"Block A, Metro Housing, Bochila, Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Under Construction
610,6100000.0,1355.0,3,3,"Block A, Metro Housing, Bochila, Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Under Construction
611,11200000.000000002,1700.0,3,3,"South Badda, Badda, Dhaka",Badda,For Sale,Apartment,Under Construction
612,13200000.0,1518.0,4,3,"Sector 6, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
613,13200000.0,1602.0,3,3,"Badda, Dhaka",Badda,For Sale,Apartment,Ready
614,3000000.0,650.0,2,2,"Block D, Section 11, Mirpur, Dhaka",Mirpur,For Sale,Apartment,Ready
615,95000000.0,5330.0,5,5,"Gulshan 2, Gulshan, Dhaka",Gulshan,For Sale,Duplex,Ready
616,13200000.0,1912.0,3,3,"Baitul Aman Housing Society, Adabor, Dhaka",Adabor,For Sale,Apartment,Under Construction
617,6500000.0,1260.0,3,3,"Merul Badda, Badda, Dhaka",Badda,For Sale,Apartment,Ready
618,7200000.0,1320.0,3,3,"Shantibag, Malibagh, Dhaka",Malibagh,For Sale,Apartment,Under Construction
619,3100000.0,850.0,2,2,"Block F, Eastern Housing, Pallabi, Mirpur, Dhaka",Mirpur,For Sale,Apartment,Ready
620,8200000.0,1000.0,2,2,"Shyamoli, Dhaka",Shyamoli,For Sale,Apartment,Ready
621,7325000.0,1050.0,3,3,"Shyamoli, Dhaka",Shyamoli,For Sale,Apartment,Ready
622,6480000.0,920.0,2,2,"Shyamoli, Dhaka",Shyamoli,For Sale,Apartment,Ready
623,5000000.0,1150.0,2,3,"Uttar Badda, Badda, Dhaka",Badda,For Sale,Apartment,Ready
624,4200000.0,950.0,2,2,"Block B, Bochila City Developers Ltd, Bochila, Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Ready
625,9000000.0,1360.0,3,3,"Rayer Bazaar, Hazaribag, Dhaka",Hazaribag,For Sale,Apartment,Ready
626,6300000.0,1050.0,2,3,"Khaje Dewan, Lalbagh, Dhaka",Lalbagh,For Sale,Apartment,Under Construction
627,8200000.0,1400.0,4,4,"Shyamoli Housing, Shekhertek, Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Under Construction
628,14900000.0,1715.0,3,3,"Vooter Goli, Circular Road, Dhanmondi, Dhaka",Dhanmondi,For Sale,Apartment,Ready
629,72000000.0,3584.0,4,4,"Gulshan 2, Gulshan, Dhaka",Gulshan,For Sale,Apartment,Ready
630,10500000.0,1185.0,3,2,"Vooter Goli, Circular Road, Dhanmondi, Dhaka",Dhanmondi,For Sale,Apartment,Ready
631,7200000.0,1289.0,3,3,"Sector 10, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
632,4000000.0,710.0,2,2,"Kalabagan, Dhaka",Kalabagan,For Sale,Apartment,Ready
633,18000000.0,2100.0,4,4,"Block C, Bashundhara R-A, Dhaka",Bashundhara R-A,For Sale,Apartment,Ready
634,9850000.0,1700.0,4,4,"Shyamoli Housing, Shekhertek, Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Under Construction
635,32500000.0,2314.0,3,4,"Dhanmondi, Dhaka",Dhanmondi,For Sale,Apartment,Ready
636,7350000.0,1450.0,3,3,"Block K, South Banasree Project, Banasree, Dhaka",Banasree,For Sale,Apartment,Ready
637,8700000.0,1228.0,3,3,"Sector 10, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
638,8359999.999999999,1310.0,3,3,"Block D, Nobodoy Housing Society, Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Ready
639,3800000.0,967.0,2,2,"Kazibari, Dakshin Khan, Dhaka",Dakshin Khan,For Sale,Apartment,Ready
640,39000000.0,2525.0,3,3,"Gulshan 2, Gulshan, Dhaka",Gulshan,For Sale,Apartment,Ready
641,14000000.0,1608.0,3,3,"PC Culture Housing, Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Ready
642,7158000.0,1420.0,3,3,"Turag, Dhaka",Turag,For Sale,Apartment,Ready
643,6800000.0,1285.0,3,3,"Arifabad Housing Society, Pallabi, Mirpur, Dhaka",Mirpur,For Sale,Apartment,Ready
644,6025000.0,1455.0,3,3,"Future Town, Bochila, Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Under Construction
645,13200000.0,1900.0,3,3,"Baitul Aman Housing Society, Adabor, Dhaka",Adabor,For Sale,Apartment,Under Construction
646,13200000.0,1900.0,3,3,"Baitul Aman Housing Society, Adabor, Dhaka",Adabor,For Sale,Apartment,Under Construction
647,11200000.000000002,1600.0,3,3,"Baitul Aman Housing Society, Adabor, Dhaka",Adabor,For Sale,Apartment,Under Construction
648,11200000.000000002,1600.0,3,3,"Baitul Aman Housing Society, Adabor, Dhaka",Adabor,For Sale,Apartment,Under Construction
649,10200000.0,1440.0,3,3,"Boro Maghbazar, Maghbazar, Dhaka",Maghbazar,For Sale,Apartment,Under Construction
650,9800000.0,1440.0,3,3,"Boro Maghbazar, Maghbazar, Dhaka",Maghbazar,For Sale,Apartment,Under Construction
651,12000000.0,1610.0,3,3,"South Badda, Badda, Dhaka",Badda,For Sale,Apartment,Ready
652,11000000.0,1250.0,2,3,"Avenue 1, Mirpur DOHS, Mirpur, Dhaka",Mirpur,For Sale,Apartment,Ready
653,5000000.0,1005.0,2,2,"Abdullahbag, Uttar Badda, Badda, Dhaka",Badda,For Sale,Apartment,Under Construction
654,9600000.0,1650.0,4,3,"Sector 2, Block F, Aftab Nagar, Dhaka",Aftab Nagar,For Sale,Apartment,Ready
655,19900000.0,2210.0,4,4,"Block H, Aftab Nagar, Dhaka",Aftab Nagar,For Sale,Apartment,Ready
656,30000000.0,2600.0,5,4,"Kallyanpur, Mirpur, Dhaka",Mirpur,For Sale,Apartment,Ready
657,4000000.0,1000.0,2,3,"2nd Colony, Mirpur, Dhaka",Mirpur,For Sale,Apartment,Ready
658,4800000.0,1050.0,2,3,"2nd Colony, Mirpur, Dhaka",Mirpur,For Sale,Apartment,Ready
659,5400000.0,990.0,2,2,"Block B, South Banasree Project, Banasree, Dhaka",Banasree,For Sale,Apartment,Under Construction
660,5200000.0,1200.0,3,3,"Block C, Bochila City Developers Ltd, Bochila, Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Ready
661,9300000.0,1475.0,3,3,"Baitul Aman Housing Society, Adabor, Dhaka",Adabor,For Sale,Apartment,Ready
662,4200000.0,930.0,2,2,"Kazibari, Dakshin Khan, Dhaka",Dakshin Khan,For Sale,Apartment,Ready
663,3800000.0,967.0,2,2,"Kazibari, Dakshin Khan, Dhaka",Dakshin Khan,For Sale,Apartment,Ready
664,3800000.0,967.0,2,2,"Kazibari, Dakshin Khan, Dhaka",Dakshin Khan,For Sale,Apartment,Ready
665,11200000.000000002,1525.0,4,3,"Sector 11, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
666,15500000.0,1700.0,3,3,"Eskaton, Dhaka",Eskaton,For Sale,Apartment,Ready
667,16500000.0,1347.0,3,3,"Dhanmondi, Dhaka",Dhanmondi,For Sale,Apartment,Ready
668,12500000.0,1795.0,3,3,"Sector 1, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
669,7158000.0,1420.0,3,3,"Turag, Dhaka",Turag,For Sale,Apartment,Ready
670,7030000.0,1515.0,3,3,"Turag, Dhaka",Turag,For Sale,Apartment,Ready
671,5100000.0,1160.0,3,3,"Faydabad, Dakshin Khan, Dhaka",Dakshin Khan,For Sale,Apartment,Ready
672,7030000.0,1365.0,3,3,"Turag, Dhaka",Turag,For Sale,Apartment,Ready
673,7030000.0,1365.0,3,3,"Turag, Dhaka",Turag,For Sale,Apartment,Ready
674,7158000.0,1420.0,3,3,"Turag, Dhaka",Turag,For Sale,Apartment,Ready
675,30000000.0,3000.0,4,4,"Baridhara DOHS, Dhaka",Baridhara DOHS,For Sale,Apartment,Ready
676,2000000.0,343.0,1,2,"South Bashabo, Bashabo, Dhaka",Bashabo,For Sale,Apartment,Under Construction
677,2000000.0,307.0,1,2,"South Bashabo, Bashabo, Dhaka",Bashabo,For Sale,Apartment,Under Construction
678,10200000.0,1438.0,3,3,"Baitul Aman Housing Society, Adabor, Dhaka",Adabor,For Sale,Apartment,Under Construction
679,5000000.0,1005.0,2,2,"Abdullahbag, Uttar Badda, Badda, Dhaka",Badda,For Sale,Apartment,Under Construction
680,10200000.0,1500.0,3,3,"Dhanmondi, Dhaka",Dhanmondi,For Sale,Apartment,Under Construction
681,9656000.0,1420.0,3,3,"Dhanmondi, Dhaka",Dhanmondi,For Sale,Apartment,Under Construction
682,9800000.0,1400.0,3,3,"Dhanmondi, Dhaka",Dhanmondi,For Sale,Apartment,Under Construction
683,9800000.0,1400.0,3,3,"Dhanmondi, Dhaka",Dhanmondi,For Sale,Apartment,Under Construction
684,9520000.0,1400.0,3,3,"Dhanmondi, Dhaka",Dhanmondi,For Sale,Apartment,Under Construction
685,8500000.0,1350.0,3,3,"East Hazipara, East Rampura, Rampura, Dhaka",Rampura,For Sale,Apartment,Under Construction
686,8500000.0,1350.0,3,3,"East Hazipara, East Rampura, Rampura, Dhaka",Rampura,For Sale,Apartment,Under Construction
687,8000000.0,1350.0,3,3,"East Hazipara, East Rampura, Rampura, Dhaka",Rampura,For Sale,Apartment,Under Construction
688,9300000.0,1500.0,3,3,"Block C, Aftab Nagar, Dhaka",Aftab Nagar,For Sale,Apartment,Ready
689,9300000.0,1500.0,3,3,"Block C, Aftab Nagar, Dhaka",Aftab Nagar,For Sale,Apartment,Ready
690,6700000.0,1420.0,3,3,"Block A, Bochila City Developers Ltd, Bochila, Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Under Construction
691,6000000.0,900.0,2,3,"Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Ready
692,4200000.0,900.0,2,2,"Madhya Ajampur, Dakshin Khan, Dhaka",Dakshin Khan,For Sale,Apartment,Ready
693,4200000.0,930.0,2,2,"Kazibari, Dakshin Khan, Dhaka",Dakshin Khan,For Sale,Apartment,Ready
694,4400000.0,850.0,2,2,"Noapara, Meradia, Khilgaon, Dhaka",Khilgaon,For Sale,Apartment,Ready
695,7600000.0,1281.0,3,3,"Turag, Dhaka",Turag,For Sale,Apartment,Under Construction
696,7158000.0,1420.0,3,3,"Turag, Dhaka",Turag,For Sale,Apartment,Ready
697,7000000.0,1515.0,3,3,"Turag, Dhaka",Turag,For Sale,Apartment,Ready
698,7030000.0,1515.0,3,3,"Turag, Dhaka",Turag,For Sale,Apartment,Ready
699,7030000.0,1365.0,3,3,"Turag, Dhaka",Turag,For Sale,Apartment,Ready
700,7158000.0,1420.0,3,3,"Turag, Dhaka",Turag,For Sale,Apartment,Ready
701,6800000.0,1285.0,2,3,"Arifabad Housing Society, Pallabi, Mirpur, Dhaka",Mirpur,For Sale,Apartment,Ready
702,50400000.0,2972.0,4,4,"Gulshan 1, Gulshan, Dhaka",Gulshan,For Sale,Apartment,Ready
703,9500000.0,1350.0,3,3,"Block C, Bashundhara R-A, Dhaka",Bashundhara R-A,For Sale,Apartment,Ready
704,12500000.0,1700.0,3,3,"Block F, Bashundhara R-A, Dhaka",Bashundhara R-A,For Sale,Apartment,Ready
705,6200000.0,1380.0,3,3,"Taltola, Dakshin Khan, Dhaka",Dakshin Khan,For Sale,Apartment,Ready
706,8200000.0,1773.0,3,3,"Sector 12, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
707,6800000.0,1208.0,2,3,"East Ahmed Nagar, Ahmed Nagar, Mirpur, Dhaka",Mirpur,For Sale,Apartment,Ready
708,10500000.0,1300.0,3,3,"Sector 12, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
709,4300000.0,785.0,2,3,"Joar Sahara, Dhaka",Joar Sahara,For Sale,Apartment,Ready
710,2000000.0,380.0,1,2,"South Bashabo, Bashabo, Dhaka",Bashabo,For Sale,Apartment,Under Construction
711,2000000.0,343.0,1,2,"South Bashabo, Bashabo, Dhaka",Bashabo,For Sale,Apartment,Under Construction
712,2000000.0,307.0,1,2,"South Bashabo, Bashabo, Dhaka",Bashabo,For Sale,Apartment,Under Construction
713,9300000.0,1500.0,3,3,"Block C, Aftab Nagar, Dhaka",Aftab Nagar,For Sale,Apartment,Ready
714,90000000.0,5278.0,5,4,"Gulshan 1, Gulshan, Dhaka",Gulshan,For Sale,Apartment,Ready
715,20000000.0,8820.0,10,24,"Lalbagh, Dhaka",Lalbagh,For Sale,Building,Ready
716,6700000.0,1420.0,3,3,"Block A, Bochila City Developers Ltd, Bochila, Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Ready
717,6700000.0,1420.0,3,3,"Block A, Bochila City Developers Ltd, Bochila, Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Under Construction
718,10500000.0,1185.0,3,2,"Vooter Goli, Circular Road, Dhanmondi, Dhaka",Dhanmondi,For Sale,Apartment,Ready
719,8359999.999999999,1310.0,3,3,"Block D, Nobodoy Housing Society, Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Ready
720,8700000.0,1300.0,3,3,"PC Culture Housing, Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Ready
721,13000000.0,1809.0,3,3,"Block H, Bashundhara R-A, Dhaka",Bashundhara R-A,For Sale,Apartment,Ready
722,13000000.0,1809.0,3,3,"Block H, Bashundhara R-A, Dhaka",Bashundhara R-A,For Sale,Apartment,Ready
723,8300000.0,1270.0,3,3,"Merul Badda, Badda, Dhaka",Badda,For Sale,Apartment,Ready
724,8400000.0,1300.0,3,3,"Merul Badda, Badda, Dhaka",Badda,For Sale,Apartment,Ready
725,8200000.0,1773.0,3,3,"Sector 12, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
726,4500000.0,920.0,2,2,"Meradia, Khilgaon, Dhaka",Khilgaon,For Sale,Apartment,Ready
727,7500000.0,1040.0,2,2,"Kathalbagan, Dhaka",Kathalbagan,For Sale,Apartment,Ready
728,7000000.0,1120.0,2,3,"South Pirerbag, Pirerbag, Mirpur, Dhaka",Mirpur,For Sale,Apartment,Ready
729,5000000.0,920.0,2,3,"Block D, Section 12, Mirpur, Dhaka",Mirpur,For Sale,Apartment,Ready
730,4800000.0,1000.0,2,2,"North Jatra Bari, Jatra Bari, Dhaka",Jatra Bari,For Sale,Apartment,Ready
731,5300000.0,1050.0,2,3,"Nurer Chala, Badda, Dhaka",Badda,For Sale,Apartment,Ready
732,25000000.0,2100.0,4,4,"Banani, Dhaka",Banani,For Sale,Apartment,Ready
733,10000000.0,1250.0,3,3,"Block A, Bashundhara R-A, Dhaka",Bashundhara R-A,For Sale,Apartment,Ready
734,9200000.0,1250.0,3,3,"Block A, Bashundhara R-A, Dhaka",Bashundhara R-A,For Sale,Apartment,Ready
735,18000000.0,1940.0,3,3,"Sector 3, Uttara, Dhaka",Uttara,For Sale,Apartment,Ready
736,12000000.0,1375.0,3,3,"Mohammadpur, Dhaka",Mohammadpur,For Sale,Apartment,Ready
737,32000000.0,2169.0,3,3,"Gulshan 1, Gulshan, Dhaka",Gulshan,For Sale,Apartment,Ready
738,9300000.0,1260.0,3,3,"West Malibag, Malibagh, Dhaka",Malibagh,For Sale,Apartment,Ready
739,5000000.0,1075.0,2,3,"Ashkona, Dakshin Khan, Dhaka",Dakshin Khan,For Sale,Apartment,Under Construction
740,6200000.0,910.0,3,3,"Tejkunipara, Tejgaon, Dhaka",Tejgaon,For Sale,Apartment,Ready
